n_faces,avg_confidence_faces,std_confidence_faces,avg_relativeSize_faces,std_relativeSize_faces,avg_thirdRule_x,std_thirdRule_x,avg_thirdRule_y,std_thirdRule_y,id,num_clts,avg_silhouette,avg_intra_clt_dist,avg_inter_clt_dist,faces_in_noise_clt,num_core_samples,avg_imgs_clt,avg_std_silhouette,avg_std_intra_clt_dist,avg_std_inter_clt_dist,avg_n_core_samples,std_n_core_samples,GTrends_popularity,label
97,0.9988516421662164,0.0027387938314152043,5.447561775610124,5.825266475772111,0.9690721649484536,0.6030064995404051,0.5979381443298969,0.5334594996817358,Carlos Chaguaceda,1,0.29063719511032104,11.374763488769533,16.03144645690918,38,58,59.0,0.06394583731889725,1.1988651752471924,0.4690738320350647,58.0,0,100,1
131,0.9995534551962642,0.0011301869899391827,6.598223258950519,5.229505559403897,0.9694656488549618,0.4951912031297367,0.5038167938931297,0.5598632498075101,Pedro Sanchez,1,0.3198854923248291,10.92866325378418,16.094104766845707,20,107,111.0,0.1064266562461853,1.602078557014465,0.5104828476905823,107.0,0,356,1
138,0.9995458229728367,0.0019392057271125636,5.8244177991659924,5.104358739173006,1.0217391304347827,0.5330998907279283,0.42028985507246375,0.4954036060517019,Mendez de Vigo,1,0.29797402024269104,11.166351318359377,15.958975791931152,33,102,105.0,0.12164480239152907,1.6316241025924685,0.6682342886924744,102.0,0,103,1
119,0.9997149816080302,0.0008882463655550636,8.426161619069445,7.319508645126801,0.9411764705882353,0.4746830815567908,0.46218487394957986,0.5334555716157698,Alberto Garzon,2,0.3750876784324646,9.190645217895508,14.739432334899902,10,107,54.5,0.07787555083632469,1.198889672756195,0.4199598878622055,53.5,67.17514421272202,115,1
165,0.9994775512001731,0.001528193920674066,5.170922252755681,5.220999131751073,0.9818181818181818,0.7364443852689995,0.5151515151515151,0.5696175504076797,Carmelo Encinas,2,0.11682246625423433,13.687263488769533,15.499638557434082,74,83,45.5,0.10679088905453682,1.4812851548194885,0.6604954600334167,41.5,51.61879502661797,100,1
72,0.9990889347261853,0.0018258557690231745,11.211213137333027,11.532475552885204,0.9305555555555556,0.5393368094736426,0.6527777777777778,0.5349666890306877,Elena Calero,2,-0.012935299426317215,15.186996459960938,14.923892974853516,57,6,7.5,0.07849591597914696,1.1742599308490753,0.7312987148761749,3.0,0.0,0,0
139,0.9987160349063736,0.0025264392240649265,6.734911654260947,5.165768077615685,0.9640287769784173,0.6302756694143756,0.3669064748201439,0.4984597274457675,Maria Casado,4,0.26868560910224915,10.430196762084961,14.281782150268555,22,110,29.25,0.07744751870632172,1.2220782339572906,0.4760417193174362,27.5,47.049619197892206,143,1
104,0.9989550606562541,0.002813373213706588,9.879088569131106,9.485598937898086,0.9230769230769231,0.5520009091787169,0.5961538461538461,0.5309678060419715,Luis Benito,4,0.12349402159452437,13.019135475158693,14.835317611694336,49,42,13.75,0.06119065545499325,1.0912878811359406,0.6711836159229279,10.5,4.795831523312719,264,0
109,0.9987780539267653,0.0030339483206587403,5.968895939051687,8.468093934523047,0.9724770642201835,0.6730075614061252,0.7247706422018348,0.6066233139733965,Laura Riu,1,0.026445435360074043,15.245006561279295,15.643636703491213,45,40,64.0,0.02221742644906044,0.9036744832992554,0.8185396790504456,40.0,0,100,1
105,0.9988321940104167,0.003220603685902298,4.937363103917754,4.89426229646994,0.9904761904761905,0.7002092832096981,0.6285714285714286,0.5236180136089897,Noe Pernia,1,0.10031231492757796,13.998891830444336,15.581327438354492,55,43,50.0,0.12071770429611205,1.5092910528182983,0.8750420212745667,43.0,0,114,1
99,0.9990790552563138,0.0017962430469656407,8.252349467439998,11.537231909482738,1.0,0.5345224838248488,0.3838383838383838,0.5092425489034553,Ana Belen Roy,1,0.28142142295837397,11.344503402709961,15.798473358154295,24,71,75.0,0.08667325228452682,1.3543121814727783,0.4844309985637665,71.0,0,100,1
150,0.9993646037578583,0.0023280347303107234,6.797987418804489,5.602506998451172,0.9666666666666667,0.6176016251094281,0.62,0.5516296783290598,David Cameron,3,0.2833184003829956,9.890203475952148,13.802911758422852,36,109,38.0,0.06602127974232037,0.880499521891276,0.5410383840401968,36.333333333333336,43.3628104870214,1380,1
131,0.9994423512284082,0.0020521504468337913,6.258200876901979,5.310916346756972,0.9770992366412213,0.6259226894379682,0.40458015267175573,0.49269472455370694,Carlos Franganillo,3,0.23475518822669986,11.47674560546875,14.966849327087402,38,93,31.0,0.07004755238691966,1.237905740737915,0.6919870177904764,31.0,42.46174749112429,100,1
102,0.998211557374281,0.0025837059315666874,5.933550424122005,6.057396167017767,0.9509803921568627,0.5866071429890579,0.3431372549019608,0.4771013558425984,Olga Lambea,1,0.21778039634227755,12.292057991027832,15.711392402648926,40,58,62.0,0.08834543824195862,1.4811948537826538,0.319400429725647,58.0,0,100,1
121,0.9991022097177742,0.0026235613010560724,12.271256978262278,11.512867328616238,0.9834710743801653,0.499724441974111,0.6859504132231405,0.500550660959835,Maria Gonzalez,2,0.023807648569345474,14.946025848388672,15.349428176879885,107,11,7.0,0.061055112630128854,1.1124074757099152,0.3799170255661011,5.5,0.7071067811865476,514,1
117,0.9992984655575875,0.0018346214848477221,4.571115244145497,4.512842926403663,0.9145299145299145,0.6508965908208727,0.6837606837606838,0.6385540326227993,Maite Alonso Ayuso,3,0.07751110941171646,13.95613956451416,15.11161994934082,82,31,11.666666666666666,0.06110661601026853,0.8655874729156494,0.5733511050542196,10.333333333333334,6.429100507328636,0,1
114,0.9996072822495511,0.0007853542960634685,6.78397968994028,7.043472589346862,1.0087719298245614,0.6717512976770174,0.5263157894736842,0.5519158316584258,Jose Maria Brunet,1,0.04633432254195213,14.716012954711914,15.4566650390625,101,12,13.0,0.045879200100898736,0.8104358911514282,0.2633950114250183,12.0,0,100,1
144,0.9995991082655059,0.001576398548148017,7.823663135826719,6.987712814127233,1.0069444444444444,0.6422918729353886,0.6388888888888888,0.48199920365414806,Pablo Iglesias,2,0.27935442328453064,10.854066848754883,15.071517944335938,27,117,58.5,0.048551736399531364,0.7729711532592773,0.6563021838665009,58.5,54.44722215136416,188,1
131,0.9990502404802628,0.0026250410979539256,11.749885411755141,12.637118287109233,1.0,0.5948496901286525,0.6717557251908397,0.5180250675788254,Victoria Lafora,1,0.11771439760923386,14.231709480285645,16.155635833740234,97,31,34.0,0.054701752960681915,0.9881450533866882,0.3056527078151703,31.0,0,100,1
81,0.9987128605077296,0.0026463108020134186,14.213686883250132,14.35711805122695,0.9135802469135802,0.5957669608202006,0.6172839506172839,0.5377708906813359,Rocio Orellana,1,0.02813725173473358,15.029569625854492,15.45323371887207,33,25,48.0,0.0241052508354187,0.7735763192176819,0.7371485829353333,25.0,0,0,1
46,0.9990792572498322,0.002262065513868822,7.637060774898165,10.341555618991235,0.9130434782608695,0.5897678246195883,0.5217391304347826,0.6232221089639307,Mikel Ercibengoa,1,-0.00091854901984334,15.57090950012207,15.52776336669922,31,3,15.0,0.026329534128308296,0.9164223074913024,0.9142922759056092,3.0,0,0,0
117,0.9994452239101769,0.0022374844986158904,8.861300372109,6.469326156402075,0.9572649572649573,0.5151692455943467,0.7777777777777778,0.43768810953240866,Carles Puigdemont,1,0.32829874753952026,10.494805335998537,15.628868103027346,21,93,96.0,0.06490865349769592,1.0206633806228638,0.5204036235809326,93.0,0,281,1
173,0.999232074428845,0.0017132802489104445,5.091209940494573,4.269076526722177,1.0115606936416186,0.707011720786685,0.4797687861271676,0.5347200460284617,Begona Villacis,3,0.18106216192245486,12.718876838684082,15.619696617126465,47,111,42.0,0.08840109656254451,0.9515082438786825,0.8645899494489034,37.0,60.63002556489647,330,1
99,0.9992549009997436,0.0018629508745720976,12.355594938850425,12.613853729282846,0.9494949494949495,0.43737942650441863,0.6464646464646465,0.5212451989331349,Veronica Guerrero,2,0.08513493835926056,14.148033142089846,15.51095962524414,66,24,16.5,0.057914191856980324,0.9467067718505859,0.3909146189689636,12.0,9.899494936611665,106,1
109,0.9994084381182259,0.0015306907443916116,11.475279245568144,10.122885682172504,1.0,0.3600411499115478,0.6146788990825688,0.4889190056519236,Carlos Rodriguez,4,0.1173623874783516,12.930194854736328,14.578879356384276,58,44,12.75,0.11049208603799343,1.5331772565841675,0.774153009057045,11.0,6.683312551921141,763,0
159,0.9995593758499097,0.0009552758202637818,4.576705719643042,4.551871333784861,1.0,0.6058783768999656,0.4591194968553459,0.5482092638970364,Meritxell Batet,1,0.2791133522987366,11.347381591796875,15.74091339111328,63,91,96.0,0.07626786828041078,1.333769917488098,0.3929357826709747,91.0,0,193,1
125,0.9993313193321228,0.002292531248153325,6.353235691878573,8.205245731522318,0.968,0.5526475864768706,0.344,0.5252342027533385,Alex Barreiro,4,0.08305353671312332,13.70860767364502,14.959590911865234,86,33,9.75,0.07272970303893089,1.008908599615097,0.6158451735973358,8.25,4.349329450233296,101,1
92,0.9992466355147569,0.0020240607817852427,7.863152296316473,9.002937692858795,0.9021739130434783,0.6300145229216642,0.5869565217391305,0.5167985539275576,Daniel Esteve,2,0.09466756135225296,14.150690078735352,15.666412353515625,36,49,28.0,0.06303141452372074,0.8229272961616516,0.5920853242278099,24.5,27.577164466275352,116,1
126,0.999619892665318,0.001196476527078058,5.9572720923655975,5.092036184079053,1.007936507936508,0.6131366144151792,0.48412698412698413,0.5619128328718177,Jose Manuel Villegas,1,0.3609780967235565,10.105900764465332,15.836784362792967,30,94,96.0,0.06343796849250792,1.0293638706207275,0.36697569489479065,94.0,0,100,1
110,0.9993762574412606,0.0022799542043066222,10.702578773174917,11.802388395375026,0.9727272727272728,0.6274908663261717,0.5454545454545454,0.5688611451857876,Antonio Perez Henares,1,0.309868723154068,11.14112949371338,16.148754119873047,25,82,85.0,0.09887956082820892,1.5690248012542725,0.4376460015773773,82.0,0,100,1
111,0.9995223842225633,0.0016039304140674292,11.801167351834437,9.755236911324682,0.963963963963964,0.4848228903973437,0.6396396396396397,0.4822823162798248,Vladimir Putin,1,0.4779995083808899,7.8128700256347665,14.94411849975586,10,100,101.0,0.07740456610918045,1.2518227100372314,0.2658470571041107,100.0,0,2969,1
123,0.9996297926437564,0.0017643403051186093,5.715830115350092,4.734521675780756,1.032520325203252,0.5268987420933602,0.4146341463414634,0.5267722509759227,Albert Rivera,2,0.3695027232170105,9.9669771194458,15.922830581665039,11,109,56.0,0.06340310722589493,0.9032078981399536,0.5419212728738785,54.5,67.17514421272202,215,1
139,0.9994885591294268,0.0013069791897575985,4.719130428300965,4.407859805695392,0.9856115107913669,0.6368583615060454,0.41007194244604317,0.5080931907031953,Patxi Lopez,1,0.35426798462867737,10.61624240875244,16.544029235839847,37,98,102.0,0.14574892818927765,1.920162916183472,0.8267371654510498,98.0,0,108,1
64,0.9991666674613953,0.001835568798544209,10.748809565989301,12.268371140742742,1.0,0.5909368402852788,0.5625,0.5875696513930031,Laura Mesa,1,0.06075672060251236,14.496976852416992,15.496355056762695,59,1,5.0,0.018596719950437542,0.3413941264152527,0.27065178751945496,1.0,0,276,1
97,0.999465262152485,0.0021906788639449596,7.0130011737892675,6.076842390928611,1.0103092783505154,0.39514884750413876,0.4639175257731959,0.5012870034160218,Javier Fernandez,2,0.26380935311317444,11.04157543182373,15.074337005615234,31,64,33.0,0.04940496385097504,0.8762180805206299,0.3980692923069,32.0,35.35533905932738,284,1
142,0.9996275154637618,0.001065240274638383,5.556638778992819,6.7892662543005935,1.0,0.8251369970070347,0.5774647887323944,0.549970259182636,Serafin Giraldo,1,0.24054041504859924,11.750574111938475,15.464529037475586,73,67,69.0,0.06022432819008827,1.0366642475128174,0.3557632267475128,67.0,0,106,1
118,0.9990924899860963,0.0017921916597323385,6.733197155994399,5.2158514585033044,1.0169491525423728,0.4710971164409025,0.5,0.5021322058350292,Papa Francisco,1,0.3057403564453125,11.133180618286133,16.102958679199222,14,102,104.0,0.1021982952952385,1.2906767129898071,0.7487173676490784,102.0,0,1410,1
104,0.9988174667725196,0.00281917462942942,10.624730436152266,13.071920351331881,0.9711538461538461,0.5822075626479619,0.5961538461538461,0.49304346623468615,Jose Hervas,1,0.0474320687353611,15.172128677368164,15.963164329528807,97,3,7.0,0.05651667341589928,0.986985683441162,0.25408679246902466,3.0,0,100,1
119,0.9993238719571539,0.0015538746399627688,8.106902859068443,7.46490919470962,1.0756302521008403,0.41496709825765277,0.5546218487394958,0.4991090195707671,Angela Merkel,1,0.3640713393688202,9.774110794067383,15.444598197937012,13,104,106.0,0.12493706494569777,1.558766484260559,0.6804689168930054,104.0,0,1534,1
105,0.9993958881923131,0.001862476940433447,10.786268300134553,9.073197219668582,0.9333333333333333,0.3738229390280778,0.5142857142857142,0.5021929929795941,Ruben Sanchez,3,0.2664124667644501,11.137308120727539,15.176358222961426,33,64,24.0,0.10057944804430008,1.6804380814234416,0.43427390853563946,21.333333333333332,18.175074506954115,124,1
102,0.9991435654023114,0.0023918704309009364,7.658578878999314,7.333785291315124,0.9411764705882353,0.5231952366741395,0.4411764705882353,0.49897973949949487,Ricardo Martin,6,0.12467148900032045,12.855839729309082,14.62494945526123,55,39,7.833333333333333,0.09022977203130722,1.27314097682635,0.5485989848772684,6.5,4.135214625627067,358,1
141,0.9997354483773523,0.000921495644794163,6.597425497046713,5.299447573113918,1.0141843971631206,0.6544988879488204,0.5673758865248227,0.55168526921745,Ignacio Aguado,2,0.3963906168937683,8.959294319152832,14.897333145141602,32,105,54.5,0.07273377664387226,0.904661238193512,0.5718110203742981,52.5,68.58935777509511,101,1
116,0.9992749110378069,0.0017044231303037364,9.21449614705441,10.601491563590496,0.9568965517241379,0.6099499819737229,0.6206896551724138,0.5541177462973181,Enrique Dans,1,0.3184271454811096,11.075237274169922,16.295087814331055,22,89,94.0,0.09765181690454484,1.3311165571212769,0.6729508638381958,89.0,0,142,1
139,0.9989743605792094,0.0024612667684197993,9.233258906795466,8.478385683327602,1.0071942446043165,0.5709945921937097,0.6330935251798561,0.5665031932842483,Alfredo Perez Rubalcaba,3,0.28832995891571045,10.492621421813963,14.92724609375,42,92,32.333333333333336,0.06162904078761736,0.6278992195924123,0.643395721912384,30.666666666666668,43.592812863284394,233,1
120,0.9996935134132703,0.0011791821874434488,7.3066560799240925,5.824815864943468,0.9916666666666667,0.5724168624575713,0.425,0.4964157243969729,Sergio Martin,2,0.18096007406711576,12.707467079162598,15.572937965393065,41,69,39.5,0.10154040902853012,1.5495150685310364,0.3665561079978943,34.5,47.37615433949868,280,1
138,0.9991084790748098,0.0023395270482445864,7.6569630476606125,9.084411689578847,0.9420289855072463,0.6810052246069996,0.5869565217391305,0.5885558332892151,Juan Luis Galiacho,3,0.21436548233032227,12.09434413909912,15.413533210754395,62,72,25.333333333333332,0.08238913615544637,1.0713483889897664,0.6262100140253702,24.0,25.514701644346147,100,1
143,0.9992693708493159,0.0018978074470463945,10.10847142964742,7.06438840286215,0.958041958041958,0.6265726790810362,0.5384615384615384,0.5141549989515927,Elsa Gonzalez,2,0.2706046998500824,11.24145793914795,15.497159004211426,43,98,50.0,0.06087246350944042,0.9799833297729492,0.3472540974617004,49.0,42.42640687119285,371,1
116,0.9992191971376024,0.001974180109408192,8.820253979110829,9.956610846297961,1.0258620689655173,0.5965291916258323,0.49137931034482757,0.5191245080638778,Moises Rodriguez,3,0.09170880168676376,13.7180757522583,15.059348106384276,84,27,10.666666666666666,0.05553113793333372,0.987066904703776,0.6217138171195984,9.0,5.291502622129181,280,1
